Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2016,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,79,Race/Ethnicity,"White, non-Hispanic",3.2
2017,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,555,Gender,Female,3.1
2017,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,79,Gender,Female,3.1
2017,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,79,Overall,Overall,3.1
2017,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,555,Overall,Overall,3.1
2017,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,541,Race/Ethnicity,"White, non-Hispanic",3.1
2017,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,78,Race/Ethnicity,"White, non-Hispanic",3.1
2018,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,83,Gender,Female,2.8
2018,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,561,Gender,Female,2.8
2018,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,4,Race/Ethnicity,Hispanic,2.8
2018,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,83,Overall,Overall,2.8
2018,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,561,Overall,Overall,2.8
2018,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,544,Race/Ethnicity,"White, non-Hispanic",2.8
2018,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,82,Race/Ethnicity,"White, non-Hispanic",2.8
2019,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,568,Gender,Female,2.3
2019,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,83,Gender,Female,2.3
2019,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,4,Race/Ethnicity,Hispanic,2.3
2019,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,568,Overall,Overall,2.3
2019,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,83,Overall,Overall,2.3
2019,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,550,Race/Ethnicity,"White, non-Hispanic",2.3
2019,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,82,Race/Ethnicity,"White, non-Hispanic",2.3
2015,WA,Washington,Breast Cancer,Incidence,Average Annual Number,135,Race/Ethnicity,"Black, non-Hispanic",5.6
2015,WA,Washington,Breast Cancer,Mortality,Average Annual Number,26,Race/Ethnicity,"Black, non-Hispanic",5.6
2015,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5519,Gender,Female,5.6
2015,WA,Washington,Breast Cancer,Mortality,Average Annual Number,830,Gender,Female,5.6
2015,WA,Washington,Breast Cancer,Mortality,Average Annual Number,18,Race/Ethnicity,Hispanic,5.6
2015,WA,Washington,Breast Cancer,Incidence,Average Annual Number,204,Race/Ethnicity,Hispanic,5.6
2015,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5519,Overall,Overall,5.6
2015,WA,Washington,Breast Cancer,Mortality,Average Annual Number,830,Overall,Overall,5.6
2015,WA,Washington,Breast Cancer,Mortality,Average Annual Number,740,Race/Ethnicity,"White, non-Hispanic",5.6
2015,WA,Washington,Breast Cancer,Incidence,Average Annual Number,4721,Race/Ethnicity,"White, non-Hispanic",5.6
2016,WA,Washington,Breast Cancer,Mortality,Average Annual Number,26,Race/Ethnicity,"Black, non-Hispanic",5.4
2016,WA,Washington,Breast Cancer,Incidence,Average Annual Number,141,Race/Ethnicity,"Black, non-Hispanic",5.4
2016,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5629,Gender,Female,5.4
2016,WA,Washington,Breast Cancer,Mortality,Average Annual Number,839,Gender,Female,5.4
2016,WA,Washington,Breast Cancer,Incidence,Average Annual Number,222,Race/Ethnicity,Hispanic,5.4
2016,WA,Washington,Breast Cancer,Mortality,Average Annual Number,21,Race/Ethnicity,Hispanic,5.4
2016,WA,Washington,Breast Cancer,Mortality,Average Annual Number,839,Overall,Overall,5.4
2016,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5629,Overall,Overall,5.4
2016,WA,Washington,Breast Cancer,Incidence,Average Annual Number,4772,Race/Ethnicity,"White, non-Hispanic",5.4
2016,WA,Washington,Breast Cancer,Mortality,Average Annual Number,743,Race/Ethnicity,"White, non-Hispanic",5.4
2017,WA,Washington,Breast Cancer,Incidence,Average Annual Number,142,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,WA,Washington,Breast Cancer,Mortality,Average Annual Number,25,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,WA,Washington,Breast Cancer,Mortality,Average Annual Number,870,Gender,Female,4.8
2017,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5724,Gender,Female,4.8
2017,WA,Washington,Breast Cancer,Incidence,Average Annual Number,239,Race/Ethnicity,Hispanic,4.8
2017,WA,Washington,Breast Cancer,Mortality,Average Annual Number,23,Race/Ethnicity,Hispanic,4.8
2017,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5724,Overall,Overall,4.8
2017,WA,Washington,Breast Cancer,Mortality,Average Annual Number,870,Overall,Overall,4.8
2017,WA,Washington,Breast Cancer,Mortality,Average Annual Number,768,Race/Ethnicity,"White, non-Hispanic",4.8
2017,WA,Washington,Breast Cancer,Incidence,Average Annual Number,4832,Race/Ethnicity,"White, non-Hispanic",4.8
2018,WA,Washington,Breast Cancer,Incidence,Average Annual Number,137,Race/Ethnicity,"Black, non-Hispanic",4.6
2018,WA,Washington,Breast Cancer,Mortality,Average Annual Number,27,Race/Ethnicity,"Black, non-Hispanic",4.6
2018,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5810,Gender,Female,4.6
2018,WA,Washington,Breast Cancer,Mortality,Average Annual Number,882,Gender,Female,4.6
2018,WA,Washington,Breast Cancer,Mortality,Average Annual Number,29,Race/Ethnicity,Hispanic,4.6
2018,WA,Washington,Breast Cancer,Incidence,Average Annual Number,255,Race/Ethnicity,Hispanic,4.6
2018,WA,Washington,Breast Cancer,Mortality,Average Annual Number,882,Overall,Overall,4.6
2018,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5810,Overall,Overall,4.6
2018,WA,Washington,Breast Cancer,Incidence,Average Annual Number,4861,Race/Ethnicity,"White, non-Hispanic",4.6
2018,WA,Washington,Breast Cancer,Mortality,Average Annual Number,770,Race/Ethnicity,"White, non-Hispanic",4.6
2019,WA,Washington,Breast Cancer,Incidence,Average Annual Number,142,Race/Ethnicity,"Black, non-Hispanic",4.7
2019,WA,Washington,Breast Cancer,Mortality,Average Annual Number,27,Race/Ethnicity,"Black, non-Hispanic",4.7
2019,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5894,Gender,Female,4.7
2019,WA,Washington,Breast Cancer,Mortality,Average Annual Number,892,Gender,Female,4.7
2019,WA,Washington,Breast Cancer,Incidence,Average Annual Number,267,Race/Ethnicity,Hispanic,4.7
2019,WA,Washington,Breast Cancer,Mortality,Average Annual Number,29,Race/Ethnicity,Hispanic,4.7
2019,WA,Washington,Breast Cancer,Incidence,Average Annual Number,5894,Overall,Overall,4.7
2019,WA,Washington,Breast Cancer,Mortality,Average Annual Number,892,Overall,Overall,4.7
2019,WA,Washington,Breast Cancer,Mortality,Average Annual Number,778,Race/Ethnicity,"White, non-Hispanic",4.7
2019,WA,Washington,Breast Cancer,Incidence,Average Annual Number,4895,Race/Ethnicity,"White, non-Hispanic",4.7
2015,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,212,Race/Ethnicity,"Black, non-Hispanic",4.7
2015,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,44,Race/Ethnicity,"Black, non-Hispanic",4.7
2015,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,753,Gender,Female,4.7
2015,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4550,Gender,Female,4.7
2015,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,76,Race/Ethnicity,Hispanic,4.7
2015,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,7,Race/Ethnicity,Hispanic,4.7
2015,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4550,Overall,Overall,4.7
2015,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,753,Overall,Overall,4.7
2015,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,694,Race/Ethnicity,"White, non-Hispanic",4.7
2015,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4174,Race/Ethnicity,"White, non-Hispanic",4.7
2016,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,221,Race/Ethnicity,"Black, non-Hispanic",4.1
2016,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,44,Race/Ethnicity,"Black, non-Hispanic",4.1
2016,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,743,Gender,Female,4.1
2016,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4621,Gender,Female,4.1
2016,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,7,Race/Ethnicity,Hispanic,4.1
2016,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,77,Race/Ethnicity,Hispanic,4.1
2016,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,743,Overall,Overall,4.1
2016,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4621,Overall,Overall,4.1
2016,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4227,Race/Ethnicity,"White, non-Hispanic",4.1
2016,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,684,Race/Ethnicity,"White, non-Hispanic",4.1
2017,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,223,Race/Ethnicity,"Black, non-Hispanic",3.5
2017,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,41,Race/Ethnicity,"Black, non-Hispanic",3.5
2017,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4714,Gender,Female,3.5
2017,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,726,Gender,Female,3.5
2017,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,83,Race/Ethnicity,Hispanic,3.5
2017,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,8,Race/Ethnicity,Hispanic,3.5
2017,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4714,Overall,Overall,3.5
2017,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,726,Overall,Overall,3.5
2017,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4308,Race/Ethnicity,"White, non-Hispanic",3.5
2017,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,670,Race/Ethnicity,"White, non-Hispanic",3.5
2018,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,232,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,42,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4800,Gender,Female,2.9
2018,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,729,Gender,Female,2.9
2018,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,7,Race/Ethnicity,Hispanic,2.9
2018,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,88,Race/Ethnicity,Hispanic,2.9
2018,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,729,Overall,Overall,2.9
2018,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4800,Overall,Overall,2.9
2018,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4376,Race/Ethnicity,"White, non-Hispanic",2.9
2018,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,671,Race/Ethnicity,"White, non-Hispanic",2.9
2019,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,234,Race/Ethnicity,"Black, non-Hispanic",3
2019,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,43,Race/Ethnicity,"Black, non-Hispanic",3
2019,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,720,Gender,Female,3
2019,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4914,Gender,Female,3
2019,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,104,Race/Ethnicity,Hispanic,3
2019,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,10,Race/Ethnicity,Hispanic,3
2019,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,720,Overall,Overall,3
2019,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4914,Overall,Overall,3
2019,WI,Wisconsin,Breast Cancer,Incidence,Average Annual Number,4466,Race/Ethnicity,"White, non-Hispanic",3
2019,WI,Wisconsin,Breast Cancer,Mortality,Average Annual Number,657,Race/Ethnicity,"White, non-Hispanic",3
2015,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,43,Race/Ethnicity,"Black, non-Hispanic",6.4
2015,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,10,Race/Ethnicity,"Black, non-Hispanic",6.4
2015,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,291,Gender,Female,6.4
2015,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1473,Gender,Female,6.4
2015,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,4,Race/Ethnicity,Hispanic,6.4
2015,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,291,Overall,Overall,6.4
2015,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1473,Overall,Overall,6.4
2015,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,279,Race/Ethnicity,"White, non-Hispanic",6.4
2015,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1414,Race/Ethnicity,"White, non-Hispanic",6.4
2016,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,44,Race/Ethnicity,"Black, non-Hispanic",6.4
2016,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,"Black, non-Hispanic",6.4
2016,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1490,Gender,Female,6.4
2016,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,288,Gender,Female,6.4
2016,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,Hispanic,6.4
2016,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1490,Overall,Overall,6.4
2016,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,288,Overall,Overall,6.4
2016,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,276,Race/Ethnicity,"White, non-Hispanic",6.4
2016,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1429,Race/Ethnicity,"White, non-Hispanic",6.4
2017,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,40,Race/Ethnicity,"Black, non-Hispanic",5.4
2017,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,"Black, non-Hispanic",5.4
2017,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1496,Gender,Female,5.4
2017,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,289,Gender,Female,5.4
2017,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,Hispanic,5.4
2017,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1496,Overall,Overall,5.4
2017,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,289,Overall,Overall,5.4
2017,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,277,Race/Ethnicity,"White, non-Hispanic",5.4
2017,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1437,Race/Ethnicity,"White, non-Hispanic",5.4
2018,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,41,Race/Ethnicity,"Black, non-Hispanic",5.4
2018,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,"Black, non-Hispanic",5.4
2018,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1508,Gender,Female,5.4
2018,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,293,Gender,Female,5.4
2018,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,Hispanic,5.4
2018,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1508,Overall,Overall,5.4
2018,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,293,Overall,Overall,5.4
2018,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1449,Race/Ethnicity,"White, non-Hispanic",5.4
2018,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,280,Race/Ethnicity,"White, non-Hispanic",5.4
2019,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,42,Race/Ethnicity,"Black, non-Hispanic",5
2019,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,12,Race/Ethnicity,"Black, non-Hispanic",5
2019,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,290,Gender,Female,5
2019,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1537,Gender,Female,5
2019,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,7,Race/Ethnicity,Hispanic,5
2019,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,290,Overall,Overall,5
2019,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1537,Overall,Overall,5
2019,WV,West Virginia,Breast Cancer,Mortality,Average Annual Number,277,Race/Ethnicity,"White, non-Hispanic",5
2019,WV,West Virginia,Breast Cancer,Incidence,Average Annual Number,1474,Race/Ethnicity,"White, non-Hispanic",5
2015,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,63,Gender,Female,3.9
2015,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,368,Gender,Female,3.9
2015,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,16,Race/Ethnicity,Hispanic,3.9
2015,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,368,Overall,Overall,3.9
2015,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,63,Overall,Overall,3.9
2015,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,61,Race/Ethnicity,"White, non-Hispanic",3.9
2015,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,341,Race/Ethnicity,"White, non-Hispanic",3.9
2016,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,63,Gender,Female,5
2016,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,375,Gender,Female,5
2016,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,5
2016,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,63,Overall,Overall,5
2016,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,375,Overall,Overall,5
2016,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,349,Race/Ethnicity,"White, non-Hispanic",5
2016,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,60,Race/Ethnicity,"White, non-Hispanic",5
2017,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,378,Gender,Female,4.8
2017,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,64,Gender,Female,4.8
2017,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,4.8
2017,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,64,Overall,Overall,4.8
2017,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,378,Overall,Overall,4.8
2017,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,61,Race/Ethnicity,"White, non-Hispanic",4.8
2017,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,351,Race/Ethnicity,"White, non-Hispanic",4.8
2018,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,64,Gender,Female,4.2
2018,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,389,Gender,Female,4.2
2018,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,16,Race/Ethnicity,Hispanic,4.2
2018,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,389,Overall,Overall,4.2
2018,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,64,Overall,Overall,4.2
2018,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,361,Race/Ethnicity,"White, non-Hispanic",4.2
2018,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,60,Race/Ethnicity,"White, non-Hispanic",4.2
2019,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,390,Gender,Female,3.7
2019,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,66,Gender,Female,3.7
2019,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,16,Race/Ethnicity,Hispanic,3.7
2019,WY,Wyoming,Breast Cancer,Incidence,Average Annual Number,390,Overall,Overall,3.7
2019,WY,Wyoming,Breast Cancer,Mortality,Average Annual Number,66,Overall,Overall,3.7
