Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2018,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1740,Overall,Overall
2014,IA,Iowa,Breast Cancer,mortality,Average Annual Number,388,Race,White
2019,WA,Washington,Breast Cancer,mortality,Average Annual Number,29,Race,Hispanic
2015,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,636,Overall,Overall
2014,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,243,Gender,Female
2018,MD,Maryland,Breast Cancer,mortality,Average Annual Number,19,Race,Hispanic
2013,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1769,Gender,Female
2016,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,435,Overall,Overall
2015,UT,Utah,Breast Cancer,mortality,Average Annual Number,256,Overall,Overall
2013,IN,Indiana,Breast Cancer,mortality,Average Annual Number,780,Race,White
2017,US,United States,Breast Cancer,mortality,Average Annual Number,41416,Gender,Female
2016,IN,Indiana,Breast Cancer,mortality,Average Annual Number,871,Gender,Female
2015,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7360,Overall,Overall
2013,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,44,Race,Hispanic
2012,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,17,Race,Hispanic
2012,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,872,Gender,Female
2018,US,United States,Breast Cancer,mortality,Average Annual Number,41737,Overall,Overall
2015,AL,Alabama,Breast Cancer,mortality,Average Annual Number,679,Overall,Overall
2017,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,83,Overall,Overall
2017,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,135,Gender,Female
2013,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,18,Race,Black
2014,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,458,Race,White
2014,MT,Montana,Breast Cancer,mortality,Average Annual Number,128,Race,White
2016,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,102,Overall,Overall
2012,NV,Nevada,Breast Cancer,mortality,Average Annual Number,258,Race,White
2015,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,3883,Gender,Female
2016,FL,Florida,Breast Cancer,mortality,Average Annual Number,2028,Race,White
2013,MO,Missouri,Breast Cancer,mortality,Average Annual Number,116,Race,Black
2012,TX,Texas,Breast Cancer,mortality,Average Annual Number,1661,Race,White
2016,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1762,Overall,Overall
2016,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,21,Race,Hispanic
2013,KS,Kansas,Breast Cancer,mortality,Average Annual Number,362,Overall,Overall
2016,NY,New York,Breast Cancer,mortality,Average Annual Number,2582,Overall,Overall
2014,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,289,Gender,Female
2015,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1777,Gender,Female
2017,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,442,Gender,Female
2018,OR,Oregon,Breast Cancer,incidence,Average Annual Number,149,Race,Hispanic
2014,FL,Florida,Breast Cancer,mortality,Average Annual Number,359,Race,Hispanic
2013,AK,Alaska,Breast Cancer,mortality,Average Annual Number,61,Overall,Overall
2017,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,41,Race,Black
2018,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,293,Gender,Female
2016,VT,Vermont,Breast Cancer,mortality,Average Annual Number,80,Gender,Female
2013,VA,Virginia,Breast Cancer,mortality,Average Annual Number,19,Race,Hispanic
2016,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,80,Gender,Female
2015,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,913,Gender,Female
2018,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,280,Race,White
2012,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,883,Overall,Overall
2015,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,43,Race,Black
2018,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,85,Race,Hispanic
2019,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,967,Gender,Female
2012,CA,California,Breast Cancer,mortality,Average Annual Number,4319,Gender,Female
2018,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,636,Gender,Female
2017,FL,Florida,Breast Cancer,mortality,Average Annual Number,386,Race,Hispanic
2014,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,539,Gender,Female
2019,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,164,Gender,Female
2013,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4799,Gender,Female
2012,WA,Washington,Breast Cancer,mortality,Average Annual Number,791,Gender,Female
2017,OR,Oregon,Breast Cancer,mortality,Average Annual Number,540,Overall,Overall
2017,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2018,UT,Utah,Breast Cancer,incidence,Average Annual Number,1576,Overall,Overall
2019,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1385,Overall,Overall
2019,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1390,Gender,Female
2013,IA,Iowa,Breast Cancer,mortality,Average Annual Number,407,Gender,Female
2018,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1441,Overall,Overall
2014,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,279,Race,White
2013,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,67,Gender,Female
2012,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2598,Overall,Overall
2013,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,484,Overall,Overall
2016,TX,Texas,Breast Cancer,mortality,Average Annual Number,2825,Overall,Overall
2012,IN,Indiana,Breast Cancer,mortality,Average Annual Number,84,Race,Black
2018,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,225,Race,White
2013,CO,Colorado,Breast Cancer,mortality,Average Annual Number,53,Race,Hispanic
2013,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,227,Gender,Female
2016,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4621,Gender,Female
2014,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,244,Race,White
2013,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1347,Overall,Overall
2012,IA,Iowa,Breast Cancer,mortality,Average Annual Number,423,Overall,Overall
2014,AL,Alabama,Breast Cancer,mortality,Average Annual Number,200,Race,Black
2016,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,590,Race,White
2013,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,288,Overall,Overall
2015,VA,Virginia,Breast Cancer,mortality,Average Annual Number,774,Race,White
2015,ID,Idaho,Breast Cancer,mortality,Average Annual Number,188,Overall,Overall
2015,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,80,Overall,Overall
2013,US,United States,Breast Cancer,incidence,Average Annual Number,25483,Race,Black
2017,FL,Florida,Breast Cancer,mortality,Average Annual Number,2033,Race,White
2013,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2598,Gender,Female
2017,VT,Vermont,Breast Cancer,incidence,Average Annual Number,541,Race,White
2013,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2015,TX,Texas,Breast Cancer,incidence,Average Annual Number,15538,Overall,Overall
2016,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,236,Race,Black
2018,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,752,Race,Black
2017,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1688,Race,White
2017,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,70,Race,Black
2012,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4673,Overall,Overall
2013,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,3673,Overall,Overall
2014,ID,Idaho,Breast Cancer,mortality,Average Annual Number,184,Gender,Female
2016,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3216,Gender,Female
2015,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1414,Race,White
2016,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,5045,Overall,Overall
2012,UT,Utah,Breast Cancer,mortality,Average Annual Number,8,Race,Hispanic
2013,DE,Delaware,Breast Cancer,mortality,Average Annual Number,99,Race,White
2019,GA,Georgia,Breast Cancer,mortality,Average Annual Number,474,Race,Black
2018,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,955,Overall,Overall
2012,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,929,Race,White
2019,US,United States,Breast Cancer,mortality,Average Annual Number,30958,Race,White
2019,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,852,Race,White
2016,IA,Iowa,Breast Cancer,mortality,Average Annual Number,400,Overall,Overall
2016,ID,Idaho,Breast Cancer,mortality,Average Annual Number,193,Gender,Female
2014,TX,Texas,Breast Cancer,incidence,Average Annual Number,1826,Race,Black
2019,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,6,Race,Hispanic
2018,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,247,Race,Black
2019,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,918,Race,White
2019,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,48,Race,Black
2015,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,138,Gender,Female
2016,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1694,Race,White
2019,VA,Virginia,Breast Cancer,mortality,Average Annual Number,797,Race,White
2018,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,11264,Overall,Overall
2019,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1537,Gender,Female
2017,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,650,Overall,Overall
2014,US,United States,Breast Cancer,mortality,Average Annual Number,41029,Gender,Female
2014,AK,Alaska,Breast Cancer,mortality,Average Annual Number,62,Gender,Female
2015,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,723,Race,White
2012,MT,Montana,Breast Cancer,mortality,Average Annual Number,130,Gender,Female
2014,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,900,Overall,Overall
2012,OH,Ohio,Breast Cancer,incidence,Average Annual Number,65,Race,Hispanic
2018,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1480,Race,White
2012,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,9,Race,Black
2012,TX,Texas,Breast Cancer,mortality,Average Annual Number,448,Race,Black
2016,VA,Virginia,Breast Cancer,incidence,Average Annual Number,6375,Overall,Overall
2012,TX,Texas,Breast Cancer,incidence,Average Annual Number,14580,Overall,Overall
2013,OR,Oregon,Breast Cancer,incidence,Average Annual Number,2804,Race,White
2018,FL,Florida,Breast Cancer,mortality,Average Annual Number,407,Race,Hispanic
2018,OH,Ohio,Breast Cancer,mortality,Average Annual Number,236,Race,Black
2017,MD,Maryland,Breast Cancer,mortality,Average Annual Number,831,Overall,Overall
2016,NY,New York,Breast Cancer,incidence,Average Annual Number,1768,Race,Hispanic
2013,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,864,Gender,Female
2013,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,25,Race,White
2014,TX,Texas,Breast Cancer,mortality,Average Annual Number,1682,Race,White
2014,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,712,Race,Black
2015,MO,Missouri,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2013,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,657,Overall,Overall
2017,MI,Michigan,Breast Cancer,mortality,Average Annual Number,20,Race,Hispanic
2015,CO,Colorado,Breast Cancer,mortality,Average Annual Number,559,Gender,Female
2014,IA,Iowa,Breast Cancer,mortality,Average Annual Number,6,Race,Black
2012,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,492,Gender,Female
2018,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,820,Overall,Overall
2015,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,16,Race,Hispanic
2017,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,32,Race,Black
2012,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,350,Gender,Female
2016,DE,Delaware,Breast Cancer,mortality,Average Annual Number,28,Race,Black
2012,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,877,Overall,Overall
2016,US,United States,Breast Cancer,incidence,Average Annual Number,27618,Race,Black
2014,MD,Maryland,Breast Cancer,mortality,Average Annual Number,14,Race,Hispanic
2018,WA,Washington,Breast Cancer,mortality,Average Annual Number,770,Race,White
2017,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9614,Gender,Female
2018,ME,Maine,Breast Cancer,mortality,Average Annual Number,189,Overall,Overall
2015,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1777,Overall,Overall
2013,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1521,Race,White
2014,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,172,Race,Black
2012,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3011,Gender,Female
2018,TX,Texas,Breast Cancer,mortality,Average Annual Number,603,Race,Hispanic
2012,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1342,Overall,Overall
2017,OR,Oregon,Breast Cancer,incidence,Average Annual Number,2921,Race,White
2018,TX,Texas,Breast Cancer,mortality,Average Annual Number,470,Race,Black
2017,VT,Vermont,Breast Cancer,mortality,Average Annual Number,78,Race,White
2016,NY,New York,Breast Cancer,mortality,Average Annual Number,2582,Gender,Female
2014,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1223,Overall,Overall
2018,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,969,Gender,Female
2016,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9421,Overall,Overall
2013,DE,Delaware,Breast Cancer,mortality,Average Annual Number,128,Gender,Female
2018,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1285,Overall,Overall
2015,US,United States,Breast Cancer,incidence,Average Annual Number,236977,Overall,Overall
2016,NV,Nevada,Breast Cancer,mortality,Average Annual Number,352,Overall,Overall
2012,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,292,Gender,Female
2018,CO,Colorado,Breast Cancer,mortality,Average Annual Number,25,Race,Black
2018,MO,Missouri,Breast Cancer,mortality,Average Annual Number,116,Race,Black
2013,WA,Washington,Breast Cancer,mortality,Average Annual Number,15,Race,Hispanic
2017,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4714,Gender,Female
2015,KS,Kansas,Breast Cancer,mortality,Average Annual Number,361,Gender,Female
2018,OH,Ohio,Breast Cancer,incidence,Average Annual Number,1041,Race,Black
2016,CA,California,Breast Cancer,mortality,Average Annual Number,4416,Gender,Female
2012,DE,Delaware,Breast Cancer,mortality,Average Annual Number,128,Overall,Overall
2014,OR,Oregon,Breast Cancer,incidence,Average Annual Number,110,Race,Hispanic
2012,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,3575,Gender,Female
2016,NV,Nevada,Breast Cancer,incidence,Average Annual Number,136,Race,Black
2018,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,18,Race,White
2015,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,2823,Race,White
2016,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1143,Race,White
2019,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1385,Gender,Female
2012,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,9,Race,Hispanic
2018,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2019,OH,Ohio,Breast Cancer,mortality,Average Annual Number,15,Race,Hispanic
2016,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,628,Gender,Female
2016,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,9,Race,Hispanic
2014,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,3,Race,Hispanic
2018,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1274,Gender,Female
2018,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,253,Race,White
2015,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,150,Race,White
2013,MO,Missouri,Breast Cancer,mortality,Average Annual Number,745,Race,White
2017,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,259,Overall,Overall
2017,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,538,Gender,Female
2013,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,426,Gender,Female
2018,VT,Vermont,Breast Cancer,incidence,Average Annual Number,4,Race,Hispanic
2012,UT,Utah,Breast Cancer,incidence,Average Annual Number,83,Race,Hispanic
2019,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1482,Gender,Female
2018,NY,New York,Breast Cancer,mortality,Average Annual Number,2548,Gender,Female
2018,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,283,Race,Hispanic
2012,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,657,Gender,Female
2012,NV,Nevada,Breast Cancer,incidence,Average Annual Number,117,Race,Black
2019,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,16,Race,Hispanic
2016,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1429,Overall,Overall
2018,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,5189,Gender,Female
